GP,Driver,Stint,Compound,StintLength,AirTemp,TrackTemp
Spanish Grand Prix,OCO,3,HARD,31,22.12156862745098,29.150980392156864
Spanish Grand Prix,PER,1,MEDIUM,27,22.613513513513514,33.11891891891892
Spanish Grand Prix,PER,2,HARD,23,22.443181818181817,30.522727272727273
Spanish Grand Prix,PER,3,SOFT,16,22.057142857142857,27.889285714285712
Spanish Grand Prix,PIA,1,SOFT,19,22.464000000000002,32.455999999999996
Spanish Grand Prix,PIA,2,HARD,22,21.75277777777778,27.483333333333334
Spanish Grand Prix,PIA,3,MEDIUM,26,22.171794871794873,28.028205128205126
Spanish Grand Prix,RUS,1,SOFT,25,22.72820512820513,33.44358974358974
Spanish Grand Prix,RUS,2,MEDIUM,20,22.36904761904762,30.521428571428572
Spanish Grand Prix,RUS,3,SOFT,24,22.082857142857144,27.862857142857145
Spanish Grand Prix,SAI,1,SOFT,18,23.375,36.010714285714286
Spanish Grand Prix,SAI,2,MEDIUM,26,22.315,31.475
Spanish Grand Prix,SAI,3,HARD,25,21.805405405405406,29.05945945945946
Spanish Grand Prix,SAR,1,MEDIUM,17,22.433333333333334,32.214814814814815
Spanish Grand Prix,SAR,2,HARD,19,22.623333333333335,32.79333333333333
Spanish Grand Prix,SAR,3,HARD,29,22.602564102564102,31.687179487179485
Spanish Grand Prix,STR,1,SOFT,17,22.628,33.068000000000005
Spanish Grand Prix,STR,2,SOFT,23,22.078125,29.78125
Spanish Grand Prix,STR,3,HARD,32,21.843478260869563,27.05652173913043
Spanish Grand Prix,TSU,1,SOFT,10,23.426086956521736,35.77391304347826
Spanish Grand Prix,TSU,2,HARD,24,22.456756756756757,32.189189189189186
Spanish Grand Prix,TSU,3,MEDIUM,32,22.041999999999998,29.16
Spanish Grand Prix,VER,1,MEDIUM,26,22.677142857142858,33.41142857142857
Spanish Grand Prix,VER,2,HARD,26,22.325581395348838,31.090697674418607
Spanish Grand Prix,VER,3,SOFT,16,21.76521739130435,25.917391304347827
Spanish Grand Prix,ZHO,1,SOFT,9,22.83157894736842,33.568421052631585
Spanish Grand Prix,ZHO,2,HARD,27,22.40434782608696,30.328260869565216
Spanish Grand Prix,ZHO,3,HARD,30,21.765853658536585,26.07560975609756
São Paulo Grand Prix,ALB,1,MEDIUM,16,24.047619047619047,45.99523809523809
São Paulo Grand Prix,ALB,2,HARD,34,21.462857142857143,47.43714285714285
São Paulo Grand Prix,ALO,2,HARD,26,21.616,47.396
São Paulo Grand Prix,ALO,3,HARD,24,21.804000000000002,47.268
São Paulo Grand Prix,BOT,2,HARD,23,21.363636363636363,47.872727272727275
São Paulo Grand Prix,BOT,3,MEDIUM,26,22.161290322580644,46.60645161290322
São Paulo Grand Prix,GAS,1,MEDIUM,17,23.315,47.085
São Paulo Grand Prix,GAS,2,HARD,33,21.958333333333332,47.06111111111111
São Paulo Grand Prix,HAM,1,HARD,17,24.13913043478261,45.92173913043479
São Paulo Grand Prix,HAM,2,MEDIUM,9,24.146666666666665,43.29333333333333
São Paulo Grand Prix,HAM,3,HARD,24,20.768181818181816,48.70454545454545
São Paulo Grand Prix,HUL,1,MEDIUM,12,24.253333333333334,46.29333333333333
São Paulo Grand Prix,HUL,2,HARD,14,22.583333333333332,45.92777777777778
São Paulo Grand Prix,HUL,3,HARD,19,21.200000000000003,47.97777777777778
São Paulo Grand Prix,LEC,1,MEDIUM,21,23.6037037037037,46.18888888888888
São Paulo Grand Prix,LEC,2,HARD,29,21.337931034482757,47.679310344827584
São Paulo Grand Prix,MAG,1,MEDIUM,14,23.805882352941175,46.65294117647059
São Paulo Grand Prix,MAG,2,HARD,12,22.85,45.5
São Paulo Grand Prix,MAG,3,HARD,24,21.5125,47.887499999999996
São Paulo Grand Prix,NOR,1,MEDIUM,3,28.25,42.06666666666667
São Paulo Grand Prix,OCO,1,MEDIUM,20,22.96521739130435,47.28260869565217
São Paulo Grand Prix,OCO,2,HARD,30,22.087878787878786,46.987878787878785
São Paulo Grand Prix,PER,1,MEDIUM,1,28.0,43.12
São Paulo Grand Prix,PER,2,HARD,25,21.666666666666668,47.479166666666664
São Paulo Grand Prix,PER,3,HARD,24,21.16086956521739,48.28260869565217
São Paulo Grand Prix,PIA,1,HARD,17,24.547826086956523,45.52608695652174
São Paulo Grand Prix,PIA,2,HARD,28,20.616,47.92
São Paulo Grand Prix,PIA,3,MEDIUM,8,21.0,49.6
São Paulo Grand Prix,RIC,1,MEDIUM,17,23.614285714285714,46.63333333333333
São Paulo Grand Prix,RIC,2,HARD,33,21.485714285714284,47.51428571428571
São Paulo Grand Prix,RUS,1,MEDIUM,15,24.476190476190474,45.647619047619045
São Paulo Grand Prix,RUS,2,HARD,11,23.705882352941178,43.86470588235294
São Paulo Grand Prix,RUS,3,HARD,24,22.18888888888889,46.26296296296296
São Paulo Grand Prix,SAI,1,MEDIUM,3,28.09090909090909,42.35454545454545
São Paulo Grand Prix,SAI,2,HARD,23,21.34090909090909,47.53181818181818
São Paulo Grand Prix,SAI,3,HARD,24,22.111538461538462,46.934615384615384
São Paulo Grand Prix,SAR,1,MEDIUM,15,22.38,47.93333333333333
São Paulo Grand Prix,SAR,2,HARD,35,21.889473684210525,47.15
São Paulo Grand Prix,STR,1,SOFT,7,26.275,43.6875
São Paulo Grand Prix,STR,2,HARD,24,22.054166666666664,46.9625
São Paulo Grand Prix,STR,3,HARD,24,21.831999999999997,47.464
São Paulo Grand Prix,TSU,1,SOFT,10,25.473333333333336,45.27333333333333
São Paulo Grand Prix,TSU,2,MEDIUM,11,21.946153846153848,47.0923076923077
São Paulo Grand Prix,TSU,3,HARD,25,20.676,48.123999999999995
São Paulo Grand Prix,VER,1,MEDIUM,16,24.3,45.81363636363636
São Paulo Grand Prix,VER,2,HARD,10,23.513333333333332,43.92666666666666
São Paulo Grand Prix,VER,3,HARD,24,21.40833333333333,47.59166666666667
São Paulo Grand Prix,ZHO,1,HARD,26,22.69333333333333,46.983333333333334
São Paulo Grand Prix,ZHO,2,MEDIUM,24,22.15,47.29230769230769
United States Grand Prix,ALB,1,MEDIUM,13,29.97,40.65
United States Grand Prix,ALB,2,HARD,19,30.347368421052632,41.347368421052636
United States Grand Prix,ALB,3,MEDIUM,33,30.66296296296296,41.211111111111116
United States Grand Prix,ALO,1,MEDIUM,19,30.115789473684213,40.93157894736842
United States Grand Prix,ALO,2,MEDIUM,23,30.456521739130434,41.391304347826086
United States Grand Prix,ALO,3,HARD,7,30.82857142857143,41.31428571428571
United States Grand Prix,BOT,1,MEDIUM,10,29.97,40.64
United States Grand Prix,BOT,2,HARD,18,30.34444444444445,41.36666666666667
United States Grand Prix,BOT,3,HARD,28,30.650000000000002,41.199999999999996
United States Grand Prix,GAS,1,MEDIUM,18,30.127777777777776,40.95
United States Grand Prix,GAS,2,MEDIUM,19,30.40526315789474,41.373684210526314
United States Grand Prix,GAS,3,HARD,19,30.77368421052632,41.16842105263158
United States Grand Prix,HAM,1,MEDIUM,20,30.130000000000003,41.035000000000004
United States Grand Prix,HAM,2,HARD,18,30.438888888888886,41.34444444444445
United States Grand Prix,HAM,3,MEDIUM,18,30.766666666666666,41.17777777777778
United States Grand Prix,HUL,1,HARD,19,30.115789473684213,40.93157894736842
United States Grand Prix,HUL,2,MEDIUM,15,30.4,41.36
United States Grand Prix,HUL,3,MEDIUM,28,30.718181818181815,41.18636363636364
United States Grand Prix,LEC,1,MEDIUM,23,30.13913043478261,41.073913043478264
United States Grand Prix,LEC,2,HARD,33,30.633333333333333,41.27878787878788
United States Grand Prix,MAG,1,MEDIUM,10,29.97,40.64
United States Grand Prix,MAG,2,HARD,19,30.35263157894737,41.352631578947374
United States Grand Prix,MAG,3,MEDIUM,26,30.665384615384614,41.24230769230769
United States Grand Prix,NOR,1,MEDIUM,17,30.099999999999998,40.93529411764706
United States Grand Prix,NOR,2,HARD,17,30.38823529411765,41.358823529411765
United States Grand Prix,NOR,3,HARD,22,30.70909090909091,41.22727272727273
United States Grand Prix,OCO,1,MEDIUM,6,29.933333333333334,40.666666666666664
United States Grand Prix,PER,1,MEDIUM,17,30.105882352941176,40.9
United States Grand Prix,PER,2,MEDIUM,20,30.395,41.345
United States Grand Prix,PER,3,HARD,19,30.757894736842104,41.189473684210526
United States Grand Prix,PIA,1,MEDIUM,10,29.97,40.7
United States Grand Prix,RIC,1,MEDIUM,22,30.13181818181818,40.96818181818182
United States Grand Prix,RIC,2,HARD,25,30.548000000000002,41.431999999999995
United States Grand Prix,RIC,3,SOFT,8,30.875,40.875
United States Grand Prix,RUS,1,MEDIUM,21,30.133333333333333,40.99523809523809
United States Grand Prix,RUS,2,HARD,18,30.444444444444443,41.38333333333333
United States Grand Prix,RUS,3,MEDIUM,17,30.823529411764707,41.19411764705882
United States Grand Prix,SAI,1,MEDIUM,17,30.105882352941176,40.94117647058823
United States Grand Prix,SAI,2,MEDIUM,18,30.394444444444446,41.33888888888889
United States Grand Prix,SAI,3,HARD,21,30.728571428571428,41.233333333333334
United States Grand Prix,SAR,1,MEDIUM,11,29.972727272727273,40.58181818181818
United States Grand Prix,SAR,2,HARD,21,30.366666666666667,41.404761904761905
United States Grand Prix,SAR,3,MEDIUM,24,30.704166666666666,41.233333333333334
United States Grand Prix,STR,1,HARD,20,30.115,40.95
United States Grand Prix,STR,2,MEDIUM,20,30.419999999999998,41.36
United States Grand Prix,STR,3,MEDIUM,16,30.83125,41.125
United States Grand Prix,TSU,1,MEDIUM,17,30.105882352941176,40.9
United States Grand Prix,TSU,2,HARD,17,30.38823529411765,41.35294117647059
United States Grand Prix,TSU,3,MEDIUM,20,30.725,41.325
United States Grand Prix,TSU,4,SOFT,2,30.8,40.3
United States Grand Prix,VER,1,MEDIUM,16,30.0875,40.90625
United States Grand Prix,VER,2,MEDIUM,19,30.384210526315787,41.33684210526316
United States Grand Prix,VER,3,HARD,21,30.723809523809525,41.22380952380953
United States Grand Prix,ZHO,1,MEDIUM,9,29.95555555555556,40.666666666666664
United States Grand Prix,ZHO,2,HARD,18,30.333333333333332,41.32222222222222
United States Grand Prix,ZHO,3,HARD,28,30.642857142857142,41.232142857142854
